	HvsL	HvsL	HvsL	HvsL	HvsL
pseudo_578	pseudo_transcript_0	0.589416275	-0.11316407	5	5
pseudo_5780	pseudo_transcript_0	0.077217521	-0.190045621	5	5
pseudo_5781	pseudo_transcript_0	0.745704708	-0.012506009	5	5
pseudo_5782	pseudo_transcript_0	0.687334632	0.014905457	5	5
pseudo_5783	pseudo_transcript_0	0.535031735	-0.226371074	5	5
pseudo_5784	pseudo_transcript_0	0.034176588	-0.284499879	5	5
pseudo_5785	pseudo_transcript_0	0.720042387	0.143226091	5	5
pseudo_5786	pseudo_transcript_0	0.089813677	-0.261690656	5	5
pseudo_5787	pseudo_transcript_0	0.815242562	0.083230574	5	5
pseudo_5788	pseudo_transcript_0	0.728771396	-0.007499934	5	5
pseudo_5789	pseudo_transcript_0	0.949608422	-0.030987003	5	5
pseudo_579	pseudo_transcript_0	0.132934994	-0.26708949	5	5
pseudo_5790	pseudo_transcript_0	0.316329491	-0.028172263	5	5
pseudo_5791	pseudo_transcript_0	0.602096643	0.016537414	5	5
pseudo_5792	pseudo_transcript_0	0.112977148	-0.147655405	5	5
pseudo_5793	pseudo_transcript_0	0.117584086	0.241641162	5	5
pseudo_5794	pseudo_transcript_0	0.661218217	0.062994238	5	5
pseudo_5795	pseudo_transcript_0	0.027844173	0.354084136	5	5
pseudo_5796	pseudo_transcript_0	0.998009537	-0.077021414	5	5
pseudo_5797	pseudo_transcript_0	0.121135057	0.344252311	5	5
pseudo_5798	pseudo_transcript_0	0.614898538	-0.082920049	5	5
pseudo_5799	pseudo_transcript_0	0.114687794	0.239720959	5	5
pseudo_58	pseudo_transcript_0	0.052174466	0.270496228	5	5
pseudo_580	pseudo_transcript_0	0.274174003	0.449645841	5	5
pseudo_5800	pseudo_transcript_0	0.628999124	-0.045622413	5	5
pseudo_5801	pseudo_transcript_0	0.206240636	0.161341877	5	5
pseudo_5802	pseudo_transcript_0	0.611395238	0.12786305	5	5
pseudo_5803	pseudo_transcript_0	0.652201998	-0.046879595	5	5
pseudo_5804	pseudo_transcript_0	0.949608422	0.013766602	5	5
pseudo_5805	pseudo_transcript_0	0.902669453	-0.021456889	4	4
pseudo_5806	pseudo_transcript_0	0.073934035	-0.397541875	5	5
pseudo_5807	pseudo_transcript_0	0.419410567	-0.110287084	5	5
pseudo_5808	pseudo_transcript_0	0.223134808	0.257901756	5	5
pseudo_5809	pseudo_transcript_0	0.589416275	0.051954343	5	5
pseudo_581	pseudo_transcript_0	0.948946274	-0.024439239	5	5
pseudo_5810	pseudo_transcript_0	0.238878098	-0.182804597	4	4
pseudo_5811	pseudo_transcript_0	0.05147334	-0.313442051	5	5
pseudo_5812	pseudo_transcript_0	0.458303117	-0.072425224	4	4
pseudo_5813	pseudo_transcript_0	0.349956908	-0.329268758	5	5
pseudo_5814	pseudo_transcript_0	0.66171495	-0.066938045	4	4
pseudo_5815	pseudo_transcript_0	0.38668024	-0.164851069	5	5
pseudo_5816	pseudo_transcript_0	0.443755859	-0.008327563	5	5
pseudo_5817	pseudo_transcript_0	0.430996925	-0.221641279	5	5
pseudo_5818	pseudo_transcript_0	0.596317589	0.19961407	5	5
pseudo_5819	pseudo_transcript_0	0.629674687	-0.136721726	4	4
pseudo_582	pseudo_transcript_0	0.046325371	-0.270758683	5	5
pseudo_5820	pseudo_transcript_0	0.583122621	-0.1052168	5	5
pseudo_5821	pseudo_transcript_0	0.485898635	0.083361993	5	5
pseudo_5822	pseudo_transcript_0	0.13336464	0.159216728	5	5
pseudo_5823	pseudo_transcript_0	0.469910178	-0.124074459	5	5
pseudo_5824	pseudo_transcript_0	0.332661545	0.078465664	5	5
pseudo_5825	pseudo_transcript_0	0.261073325	-0.179034242	4	4
pseudo_5826	pseudo_transcript_0	0.309154728	0.083540959	5	5
pseudo_5827	pseudo_transcript_0	0.262654947	0.147987707	4	4
pseudo_5828	pseudo_transcript_0	0.804928987	-0.014490144	5	5
pseudo_5829	pseudo_transcript_0	0.212883319	-0.193926985	5	5
pseudo_583	pseudo_transcript_0	0.398651025	0.066849139	5	5
pseudo_5830	pseudo_transcript_0	0.401911661	0.080545168	5	5
pseudo_5831	pseudo_transcript_0	0.371237625	-0.158917132	4	4
pseudo_5832	pseudo_transcript_0	0.489549236	0.084136694	5	5
pseudo_5833	pseudo_transcript_0	0.933066363	0.078644521	5	5
pseudo_5834	pseudo_transcript_0	0.774198058	0.045357073	5	5
pseudo_5835	pseudo_transcript_0	0.35903254	-0.121360475	5	5
pseudo_5836	pseudo_transcript_0	0.631362621	-0.07003418	5	5
pseudo_5837	pseudo_transcript_0	0.037967263	-0.323470772	4	4
pseudo_5838	pseudo_transcript_0	0.774198058	-0.039580133	5	5
pseudo_5839	pseudo_transcript_0	0.723155771	-0.045528676	5	5
pseudo_584	pseudo_transcript_0	0.459751321	-0.061677969	5	5
pseudo_5840	pseudo_transcript_0	0.740046144	0.029645427	5	5
pseudo_5841	pseudo_transcript_0	0.35903254	-0.132136149	5	5
pseudo_5842	pseudo_transcript_0	0.717555015	-0.049081757	5	5
pseudo_5843	pseudo_transcript_1	0.123896975	-0.239745149	4	4
pseudo_5844	pseudo_transcript_0	0.37002788	-0.143582921	5	5
pseudo_5845	pseudo_transcript_0	0.865948784	0.042231223	5	5
pseudo_5846	pseudo_transcript_0	0.90139258	-0.00621123	5	5
pseudo_5847	pseudo_transcript_0	0.576860482	0.098964405	5	5
pseudo_5848	pseudo_transcript_0	0.462786002	0.224744176	5	5
pseudo_5849	pseudo_transcript_0	0.824940737	0.008678615	5	5
pseudo_585	pseudo_transcript_0	0.929100295	-0.055856126	5	5
pseudo_5850	pseudo_transcript_0	0.414637489	0.028302789	5	5
pseudo_5851	pseudo_transcript_0	0.642044779	0.108234909	5	5
pseudo_5852	pseudo_transcript_0	0.751377023	-0.066897412	5	5
pseudo_5853	pseudo_transcript_0	0.83401657	0.023757971	5	5
pseudo_5854	pseudo_transcript_0	0.061113693	-0.189469176	5	5
pseudo_5855	pseudo_transcript_0	0.516048866	0.073529416	5	5
pseudo_5856	pseudo_transcript_0	0.528483865	-0.092074481	5	5
pseudo_5857	pseudo_transcript_0	0.385313252	-0.275187156	5	5
pseudo_5858	pseudo_transcript_0	0.696535507	-0.038925028	5	5
pseudo_5859	pseudo_transcript_0	0.064762555	0.35539487	5	5
pseudo_586	pseudo_transcript_0	0.844416027	-0.027536423	5	5
pseudo_5860	pseudo_transcript_0	0.217810461	-0.130992641	5	5
pseudo_5861	pseudo_transcript_0	0.109985713	0.193649697	5	5
pseudo_5862	pseudo_transcript_0	0.733775321	-0.005823711	5	5
pseudo_5863	pseudo_transcript_0	0.736721688	-0.03599778	3	3
pseudo_5864	pseudo_transcript_0	0.102430544	-0.259788644	5	5
pseudo_5865	pseudo_transcript_0	0.876948633	-0.038557245	4	4
pseudo_5866	pseudo_transcript_0	0.929761187	0.169951717	5	5
pseudo_5867	pseudo_transcript_0	0.919853152	-0.039804619	5	5
pseudo_5868	pseudo_transcript_0	0.843114571	-0.00150885	5	5
pseudo_5869	pseudo_transcript_0	0.211056546	-0.100825089	5	5
pseudo_587	pseudo_transcript_0	0.276736476	0.094778074	5	5
pseudo_5870	pseudo_transcript_0	0.687334632	-0.022193876	5	5
pseudo_5871	pseudo_transcript_0	0.919853152	-0.153584425	5	5
pseudo_5872	pseudo_transcript_0	0.125383278	-0.225377686	5	5
pseudo_5873	pseudo_transcript_0	0.452127153	-0.122617424	4	4
pseudo_5874	pseudo_transcript_0	0.991374818	0.010705592	5	5
pseudo_5875	pseudo_transcript_0	0.097763225	0.355260294	4	4
pseudo_5876	pseudo_transcript_0	0.385313252	0.169883107	5	5
pseudo_5877	pseudo_transcript_0	0.723155771	-0.010723116	5	5
pseudo_5878	pseudo_transcript_0	0.972180582	-0.447168463	4	4
pseudo_5879	pseudo_transcript_0	0.175541709	-0.255249092	5	5
pseudo_588	pseudo_transcript_0	0.331004256	-0.132622842	5	5
pseudo_5880	pseudo_transcript_0	0.906003122	-0.060334503	5	5
pseudo_5881	pseudo_transcript_0	0.198876364	0.32105132	5	5
pseudo_5882	pseudo_transcript_0	0.454216781	0.158297347	5	5
pseudo_5883	pseudo_transcript_0	0.618996844	0.198970136	5	5
pseudo_5884	pseudo_transcript_0	0.806860257	0.087935279	5	5
pseudo_5885	pseudo_transcript_0	0.42663044	-0.181171895	5	5
pseudo_5886	pseudo_transcript_0	0.482262812	-0.103149436	5	5
pseudo_5887	pseudo_transcript_0	0.043657609	-0.479257481	5	5
pseudo_5888	pseudo_transcript_0	0.692849705	0.015613221	5	5
pseudo_5889	pseudo_transcript_0	0.952919671	-0.111981026	5	5
pseudo_589	pseudo_transcript_0	0.572892061	0.289405327	5	5
pseudo_5890	pseudo_transcript_0	0.304823513	0.162270476	5	5
pseudo_5891	pseudo_transcript_0	0.131014834	0.215051685	5	5
pseudo_5892	pseudo_transcript_0	0.973465354	-0.052866354	5	5
pseudo_5893	pseudo_transcript_0	0.961532582	-0.081641837	5	5
pseudo_5894	pseudo_transcript_0	0.876215526	-0.064372848	4	4
pseudo_5895	pseudo_transcript_0	0.265154911	0.141991469	5	5
pseudo_5896	pseudo_transcript_0	0.108513648	0.351850309	5	5
pseudo_5897	pseudo_transcript_0	0.436368781	-0.089812477	5	5
pseudo_5898	pseudo_transcript_0	0.564994316	0.022625898	5	5
pseudo_5899	pseudo_transcript_0	0.040874105	-0.320454034	5	5
pseudo_59	pseudo_transcript_0	0.588842832	0.060947439	5	5
pseudo_590	pseudo_transcript_0	0.046783078	0.185124566	5	5
pseudo_5900	pseudo_transcript_0	0.019716856	0.249150295	5	5
pseudo_5901	pseudo_transcript_0	0.581411624	-0.002383671	5	5
pseudo_5902	pseudo_transcript_0	0.467358896	0.080154626	5	5
pseudo_5903	pseudo_transcript_0	0.065125017	-0.333537555	5	5
pseudo_5904	pseudo_transcript_0	0.89283908	-0.000896068	5	5
pseudo_5905	pseudo_transcript_0	0.801712853	-0.084369221	5	5
pseudo_5906	pseudo_transcript_0	0.2774716	-0.198349984	5	5
pseudo_5907	pseudo_transcript_0	0.567245465	-0.067478468	5	5
pseudo_5908	pseudo_transcript_0	0.527396535	0.270565942	5	5
pseudo_5909	pseudo_transcript_0	0.915233562	0.01028946	5	5
pseudo_591	pseudo_transcript_0	0.7888824	-0.057070183	5	5
pseudo_5910	pseudo_transcript_0	0.661218217	0.081491725	5	5
pseudo_5911	pseudo_transcript_0	0.75080227	-0.083952896	4	4
pseudo_5912	pseudo_transcript_0	0.763534686	0.066099167	4	4
pseudo_5913	pseudo_transcript_0	0.174397678	-0.204848212	4	4
pseudo_5914	pseudo_transcript_0	0.38896512	-0.179397393	5	5
pseudo_5915	pseudo_transcript_0	0.594588812	-0.074002809	5	5
pseudo_5916	pseudo_transcript_0	0.585407595	0.079320617	5	5
pseudo_5917	pseudo_transcript_0	0.188332805	0.164872485	5	5
pseudo_5918	pseudo_transcript_0	0.827531501	-0.015707722	5	5
pseudo_5919	pseudo_transcript_0	0.359904535	-0.014890749	5	5
pseudo_592	pseudo_transcript_0	0.206838223	-0.164666497	5	5
pseudo_5920	pseudo_transcript_0	0.025042854	-0.308682767	4	4
pseudo_5921	pseudo_transcript_0	0.361652511	-0.136303854	5	5
pseudo_5922	pseudo_transcript_0	0.17633829	0.230808724	5	5
pseudo_5923	pseudo_transcript_0	0.544929648	0.025756998	5	5
pseudo_5924	pseudo_transcript_0	0.458742242	-0.092957218	5	5
pseudo_5925	pseudo_transcript_0	0.630996415	-0.05494974	4	4
pseudo_5926	pseudo_transcript_0	0.801070027	-0.052604116	5	5
pseudo_5927	pseudo_transcript_1	0.355557854	0.144212465	5	5
pseudo_5928	pseudo_transcript_0	0.861372342	-0.152076196	5	5
pseudo_5929	pseudo_transcript_0	0.307534644	-0.122189595	3	3
pseudo_593	pseudo_transcript_0	0.019197601	0.46131645	5	5
pseudo_5930	pseudo_transcript_0	0.625461002	0.055114312	5	5
pseudo_5931	pseudo_transcript_1	0.745075294	0.033966283	5	5
pseudo_5932	pseudo_transcript_0	0.427114327	-0.102344794	5	5
pseudo_5933	pseudo_transcript_0	0.411789124	-0.189669757	5	5
pseudo_5934	pseudo_transcript_0	0.631954086	-0.399630987	5	5
pseudo_5935	pseudo_transcript_0	0.561065173	0.090314705	5	5
pseudo_5936	pseudo_transcript_0	0.520356807	-0.065365385	5	5
pseudo_5937	pseudo_transcript_0	0.739541139	-0.048542909	4	4
pseudo_5938	pseudo_transcript_0	0.064693891	-0.209015465	4	4
pseudo_5939	pseudo_transcript_0	0.24468682	0.172037508	5	5
pseudo_594	pseudo_transcript_0	0.102255823	0.225616592	5	5
pseudo_5940	pseudo_transcript_0	0.673923692	0.094909287	5	5
pseudo_5941	pseudo_transcript_0	0.010381199	-0.379848463	5	5
pseudo_5942	pseudo_transcript_0	0.537223414	0.102496631	5	5
pseudo_5943	pseudo_transcript_1	0.056121346	0.333641752	5	5
pseudo_5944	pseudo_transcript_0	0.595164816	-0.266812406	5	5
pseudo_5945	pseudo_transcript_0	0.516048866	-0.057749169	5	5
pseudo_5946	pseudo_transcript_0	0.822998912	0.088177163	5	5
pseudo_5947	pseudo_transcript_0	0.219054956	0.14506496	5	5
pseudo_5948	pseudo_transcript_0	0.032724695	0.239741788	5	5
pseudo_5949	pseudo_transcript_0	0.495315597	-0.144581999	5	5
pseudo_595	pseudo_transcript_1	0.020976389	0.392622318	5	5
pseudo_5950	pseudo_transcript_0	0.145375844	0.17081381	5	5
pseudo_5951	pseudo_transcript_0	0.169523564	-0.245710522	5	5
pseudo_5952	pseudo_transcript_0	0.975888621	-0.000420602	4	4
pseudo_5953	pseudo_transcript_0	0.400978422	-0.202307621	5	5
pseudo_5954	pseudo_transcript_0	0.845066914	-0.064335541	5	5
pseudo_5955	pseudo_transcript_0	0.990047931	-0.024383727	5	5
pseudo_5956	pseudo_transcript_0	0.476579384	0.047289185	5	5
pseudo_5957	pseudo_transcript_0	0.648609601	-0.15982506	5	5
pseudo_5958	pseudo_transcript_0	0.401444879	0.108716091	5	5
pseudo_5959	pseudo_transcript_0	0.912595072	-0.040398107	5	5
pseudo_596	pseudo_transcript_0	0.019326281	0.413734035	5	5
pseudo_5960	pseudo_transcript_0	0.921173538	-0.021207934	5	5
pseudo_5961	pseudo_transcript_0	0.624872149	-0.112151517	5	5
pseudo_5962	pseudo_transcript_0	0.307969474	-0.186746847	5	5
pseudo_5963	pseudo_transcript_0	0.213800975	-0.120339771	5	5
pseudo_5964	pseudo_transcript_0	0.024436252	-0.236109975	5	5
pseudo_5965	pseudo_transcript_0	0.064642105	-0.290703691	5	5
pseudo_5966	pseudo_transcript_0	0.590563933	0.108946099	5	5
pseudo_5967	pseudo_transcript_0	0.329352317	-0.098920003	5	5
pseudo_5968	pseudo_transcript_1	0.720664694	0.041615662	5	5
pseudo_5969	pseudo_transcript_0	0.852233559	-0.123840082	5	5
pseudo_597	pseudo_transcript_0	0.986273649	0.053685293	4	4
pseudo_5970	pseudo_transcript_0	0.488504703	-0.197904833	5	5
pseudo_5971	pseudo_transcript_1	0.035319425	-0.409537072	5	5
pseudo_5972	pseudo_transcript_1	0.509621811	-0.152339026	5	5
pseudo_5973	pseudo_transcript_0	0.100693987	0.012723374	5	5
pseudo_5974	pseudo_transcript_0	0.552690384	-0.089445285	5	5
pseudo_5975	pseudo_transcript_0	0.883641566	0.063556349	5	5
pseudo_5976	pseudo_transcript_0	0.568936642	0.081926666	5	5
pseudo_5977	pseudo_transcript_0	0.268018507	-0.237713365	5	5
pseudo_5978	pseudo_transcript_0	0.481226729	-0.014911647	5	5
pseudo_5979	pseudo_transcript_0	0.731271929	-0.048367759	5	5
pseudo_598	pseudo_transcript_0	0.994692131	-0.078847817	5	5
pseudo_5980	pseudo_transcript_0	0.94920725	-0.008793508	4	4
pseudo_5981	pseudo_transcript_0	0.47864183	-0.055343594	5	5
pseudo_5982	pseudo_transcript_0	0.382135117	-0.242841816	5	5
pseudo_5983	pseudo_transcript_0	0.536675072	-0.094327479	5	5
pseudo_5984	pseudo_transcript_0	0.946960046	0.041235643	5	5
pseudo_5985	pseudo_transcript_0	0.780572971	-0.084212563	5	5
pseudo_5986	pseudo_transcript_0	0.167979357	-0.116719945	5	5
pseudo_5987	pseudo_transcript_0	0.12827933	-0.228203897	5	5
pseudo_5988	pseudo_transcript_0	0.193124783	-0.094769008	5	5
pseudo_5989	pseudo_transcript_0	0.472981847	-0.087908983	5	5
pseudo_599	pseudo_transcript_0	0.077078375	-0.35810002	5	5
pseudo_5990	pseudo_transcript_0	0.737535714	-0.126415264	5	5
pseudo_5991	pseudo_transcript_0	0.291691838	0.102570026	5	5
pseudo_5992	pseudo_transcript_0	0.037170346	-0.352516265	5	5
pseudo_5993	pseudo_transcript_0	0.875115012	-0.08940717	5	5
pseudo_5994	pseudo_transcript_0	0.067573815	-0.433705298	4	4
pseudo_5995	pseudo_transcript_0	0.034459293	0.351064145	5	5
pseudo_5996	pseudo_transcript_0	0.297437617	0.087442679	5	5
pseudo_5997	pseudo_transcript_0	0.13250642	0.142819242	5	5
pseudo_5998	pseudo_transcript_0	0.117779195	-0.37032264	5	5
pseudo_5999	pseudo_transcript_0	0.427114327	-0.077296969	5	5
pseudo_6	pseudo_transcript_0	0.42663044	-0.151806324	5	5
pseudo_60	pseudo_transcript_0	0.547695117	0.139222147	5	5
pseudo_600	pseudo_transcript_0	0.786323045	0.04543176	5	5
pseudo_6000	pseudo_transcript_0	0.554917654	0.183361171	5	5
pseudo_6001	pseudo_transcript_0	0.017671068	0.269256371	5	5
pseudo_6002	pseudo_transcript_0	0.026023449	-0.454757551	4	4
pseudo_6003	pseudo_transcript_0	0.29859579	0.15810877	5	5
pseudo_6004	pseudo_transcript_0	0.071155447	-0.168672918	5	5
pseudo_6005	pseudo_transcript_0	0.944974147	-0.033861477	5	5
pseudo_6006	pseudo_transcript_0	0.511224637	0.082807504	5	5
pseudo_6007	pseudo_transcript_0	0.16391313	-0.323216338	5	5
pseudo_6008	pseudo_transcript_0	0.598626179	0.056479945	5	5
pseudo_6009	pseudo_transcript_0	0.425180696	0.108315043	5	5
pseudo_601	pseudo_transcript_1	0.029853142	-0.354046884	5	5
pseudo_6010	pseudo_transcript_0	0.275636281	0.17022542	5	5
pseudo_6011	pseudo_transcript_0	0.160168822	-0.25064147	5	5
pseudo_6012	pseudo_transcript_0	0.877081429	-0.186389142	5	5
pseudo_6013	pseudo_transcript_0	0.051573016	0.423000108	5	5
pseudo_6014	pseudo_transcript_0	0.493214551	0.104174008	5	5
pseudo_6015	pseudo_transcript_0	0.375379165	-0.213713682	5	5
pseudo_6016	pseudo_transcript_0	0.020655104	0.440084729	5	5
pseudo_6017	pseudo_transcript_0	0.537772038	0.111487579	5	5
pseudo_6018	pseudo_transcript_0	0.16190804	-0.246037613	5	5
pseudo_6019	pseudo_transcript_0	0.071025298	0.209762856	5	5
pseudo_602	pseudo_transcript_0	0.112599748	0.294597889	5	5
pseudo_6020	pseudo_transcript_1	0.423252187	0.011863005	5	5
pseudo_6021	pseudo_transcript_0	0.153832395	0.090576513	5	5
pseudo_6022	pseudo_transcript_0	0.808148425	0.10551137	5	5
pseudo_6023	pseudo_transcript_0	0.106876257	0.308680979	5	5
pseudo_6024	pseudo_transcript_0	0.620169975	0.140886605	5	5
pseudo_6025	pseudo_transcript_0	0.482262812	0.030276931	5	5
pseudo_6026	pseudo_transcript_0	0.735654726	-0.058905575	5	5
pseudo_6027	pseudo_transcript_0	0.039077117	0.225067983	3	3
pseudo_6028	pseudo_transcript_0	0.033065505	0.447487803	5	5
pseudo_6029	pseudo_transcript_1	0.649207769	-0.048912664	5	5
pseudo_603	pseudo_transcript_0	0.708254203	-0.064110808	5	5
pseudo_6030	pseudo_transcript_0	0.274904478	0.195980658	5	5
pseudo_6031	pseudo_transcript_0	0.429053073	-0.155303768	5	5
pseudo_6032	pseudo_transcript_1	0.346112309	-0.114120855	5	5
pseudo_6033	pseudo_transcript_0	0.040303409	0.362772181	5	5
pseudo_6034	pseudo_transcript_0	0.601549811	-0.054030966	4	4
pseudo_6035	pseudo_transcript_0	0.373590115	0.078223645	5	5
pseudo_6036	pseudo_transcript_0	0.549912478	0.065657093	5	5
pseudo_6037	pseudo_transcript_0	0.516566051	-0.102225625	4	4
pseudo_6038	pseudo_transcript_0	0.547141469	0.087008897	5	5
pseudo_6039	pseudo_transcript_0	0.485378326	0.194045734	5	5
pseudo_604	pseudo_transcript_0	0.981424001	-0.060686928	5	5
pseudo_6040	pseudo_transcript_0	0.567245465	0.058503448	5	5
pseudo_6041	pseudo_transcript_0	0.239620575	-0.278747178	4	4
pseudo_6042	pseudo_transcript_0	0.821704964	-0.012157381	5	5
pseudo_6043	pseudo_transcript_0	0.383495201	0.224509575	5	5
pseudo_6044	pseudo_transcript_0	0.884298027	0.136911109	5	5
pseudo_6045	pseudo_transcript_0	0.595164816	-0.087738099	5	5
pseudo_6046	pseudo_transcript_0	0.603255477	-0.039796072	5	5
pseudo_6047	pseudo_transcript_0	0.498476108	-0.014199454	5	5
pseudo_6048	pseudo_transcript_0	0.467358896	0.069848067	5	5
pseudo_6049	pseudo_transcript_0	0.176870839	-0.229158505	5	5
pseudo_605	pseudo_transcript_0	0.284521609	-0.12167998	5	5
pseudo_6050	pseudo_transcript_0	0.954244402	-0.137824198	5	5
pseudo_6051	pseudo_transcript_0	0.187496347	-0.464348567	5	5
pseudo_6052	pseudo_transcript_1	0.603255477	-0.107431188	5	5
pseudo_6053	pseudo_transcript_0	0.642640437	0.051039218	5	5
pseudo_6054	pseudo_transcript_0	0.862025839	0.013251344	5	5
pseudo_6055	pseudo_transcript_0	0.232431248	0.121886827	5	5
pseudo_6056	pseudo_transcript_0	0.788242346	0.139593724	5	5
pseudo_6057	pseudo_transcript_0	0.205346609	0.436269789	5	5
pseudo_6058	pseudo_transcript_0	0.124973749	0.209187446	5	5
pseudo_6059	pseudo_transcript_0	0.295130291	0.008912795	5	5
pseudo_606	pseudo_transcript_0	0.51069007	0.113107959	5	5
pseudo_6060	pseudo_transcript_0	0.427598534	0.074595999	5	5
pseudo_6061	pseudo_transcript_0	0.964183659	0.28373782	5	5
pseudo_6062	pseudo_transcript_0	0.10669554	0.509920612	5	5
pseudo_6063	pseudo_transcript_0	0.818472221	0.034958099	5	5
pseudo_6064	pseudo_transcript_0	0.577428456	-0.110528085	5	5
pseudo_6065	pseudo_transcript_1	0.283818832	0.135564056	4	4
pseudo_6066	pseudo_transcript_0	0.04581527	0.24806816	4	4
pseudo_6067	pseudo_transcript_0	0.73189751	-0.07320676	5	5
pseudo_6068	pseudo_transcript_0	0.104901659	0.194225631	5	5
pseudo_6069	pseudo_transcript_0	0.732523269	0.027166405	5	5
pseudo_607	pseudo_transcript_0	0.072865242	-0.265431052	5	5
pseudo_6070	pseudo_transcript_1	0.042883038	0.410446202	5	5
pseudo_6071	pseudo_transcript_0	0.47554999	-0.100378774	5	5
pseudo_6072	pseudo_transcript_0	0.201798669	0.15904003	5	5
pseudo_6073	pseudo_transcript_0	0.159427781	-0.253498432	5	5
pseudo_6074	pseudo_transcript_0	0.103836875	0.232015527	5	5
pseudo_6075	pseudo_transcript_0	0.62310703	0.060400656	5	5
pseudo_6076	pseudo_transcript_0	0.858759311	-0.051656571	5	5
pseudo_6077	pseudo_transcript_0	0.680007047	-0.199472513	5	5
pseudo_6078	pseudo_transcript_0	0.214107494	0.088387786	5	5
pseudo_6079	pseudo_transcript_0	0.502706748	0.026661636	5	5
pseudo_608	pseudo_transcript_0	0.426146872	0.142854719	5	5
pseudo_6080	pseudo_transcript_0	0.458742242	-0.009530178	5	5
pseudo_6081	pseudo_transcript_0	0.944974147	-0.001023134	5	5
pseudo_6082	pseudo_transcript_0	0.991374818	-0.02020568	5	5
pseudo_6083	pseudo_transcript_0	0.3686975	-0.172002834	5	5
pseudo_6084	pseudo_transcript_0	0.048179091	-0.26215786	5	5
pseudo_6085	pseudo_transcript_0	0.011072123	-0.268158147	5	5
